03/14/2018,6.9604,7.036,6.9225,7.003,21074793,30.2621,7.9629,28.5349,68.4005,2.0316,35.0614,98.6244,0.0573,33.4523,2.0784,1.3268,2.0784,1.3268,91.497,85.0273,83.7306,85.2695,174.9437,141.3096,111.0162,86.958,75.1272,6.8149,6.7189,6.5899,6.4431,0.9365,0.7985,-4.5859,-6.8351,6.6157
03/15/2018,6.9092,6.9509,6.7956,6.8192,24254718,30.4206,13.1307,25.7643,58.7271,17.3208,25.9994,71.8908,36.1962,13.6756,2.0317,1.4678,2.0317,1.4678,26.1077,64.2767,76.8949,81.6353,101.9675,79.4591,17.1571,59.3099,61.7383,6.832,6.7559,6.6055,6.4549,-0.0988,0.5742,-30.1278,-48.1992,6.6998
03/16/2018,6.8373,6.8467,6.752,6.7615,14000559,30.0616,14.6303,24.5902,47.7347,21.0128,22.657,67.645,39.6475,8.8809,1.9033,1.5549,1.9033,1.5549,3.3451,40.3166,63.2068,74.6107,66.1855,47.3125,-55.0822,53.1238,58.2299,6.8408,6.7796,6.6178,6.4645,-0.6258,0.2742,-38.6565,-70.7292,7.036
03/19/2018,6.6952,6.8089,6.6857,6.7899,14795454,29.0068,16.9819,23.1145,41.6859,26.6845,18.7395,74.725,46.4061,4.6443,1.8144,1.6068,1.8144,1.6068,29.7459,19.7329,41.4421,60.5146,50.8027,30.6456,-93.6395,55.7727,59.4513,6.8516,6.8075,6.6311,6.4749,-0.4391,0.0959,-34.6571,-70.2541,7.0303
03/20/2018,6.7899,6.8089,6.7142,6.7189,13159774,28.0274,16.1782,22.0206,36.8469,22.8828,16.0697,78.2651,26.7719,2.6793,1.6399,1.6134,1.6399,1.6134,9.4776,14.1895,24.7463,43.1317,41.0364,17.673,-94.245,47.881,55.1125,6.8441,6.8094,6.6406,6.4835,-0.5424,-0.0637,-44.6557,-90.5224,7.0165
03/21/2018,6.7615,6.9225,6.7236,6.8751,25987566,27.9527,14.5805,25.3561,34.302,16.5474,27.0685,68.6894,9.4961,36.9552,1.6693,1.6246,1.6693,1.6246,71.4178,36.8804,23.601,29.9298,70.9814,55.1327,-2.7676,61.7665,61.7297,6.8387,6.8269,6.6623,6.4959,0.2613,0.0175,-22.6588,-45.9321,7.0033
03/22/2018,6.8089,6.8657,6.7458,6.7946,11729444,27.8833,13.658,23.7518,32.266,13.5658,22.1912,63.9016,5.2187,20.3093,1.5777,1.6152,1.5777,1.6152,45.9882,42.2945,31.1215,26.4896,50.8304,26.5375,-26.9551,53.2384,57.0611,6.8232,6.835,6.6789,6.5075,0.0748,0.0319,-44.7286,-68.9124,6.9906
03/23/2018,6.7997,6.8751,6.7618,6.7807,15310776,27.8871,12.8885,22.8811,31.3018,11.3298,19.9009,65.6816,2.9165,15.0099,1.4715,1.5865,1.4715,1.5865,40.1182,52.5081,43.8943,32.8723,47.4821,18.0251,13.4447,51.7977,56.2697,6.7914,6.8359,6.7,6.5184,-0.0927,0.0007,-52.879,-64.178,6.9784
03/26/2018,6.8562,6.8846,6.7236,6.8183,20595495,27.3962,13.7488,21.0649,25.8924,14.1373,15.3939,51.3563,14.4931,6.6599,1.4157,1.5523,1.4157,1.5523,49.976,45.3608,46.7211,40.579,44.2763,7.1052,43.2236,55.5904,57.9679,6.7913,6.8265,6.7185,6.527,0.0558,0.0145,-48.3993,-44.0034,6.9667
03/27/2018,6.771,6.8183,6.6952,6.7094,15780769,26.5816,14.3207,19.7726,22.8788,15.7269,12.6548,59.3463,18.4359,3.5986,1.2274,1.4873,1.2274,1.4873,6.2473,32.1138,43.3276,44.6477,4.6941,-73.0554,-96.7438,43.9148,51.7053,6.7838,6.8071,6.7324,6.5351,-0.3849,-0.0854,-84.1536,-89.9916,6.9555
03/28/2018,6.7236,6.752,6.6526,6.7236,22662803,25.3044,15.7659,18.7712,24.2728,19.8576,10.7281,72.9903,28.8407,2.0654,1.0828,1.4064,1.0828,1.4064,30.6034,28.9422,35.4723,41.8403,-24.0447,-114.2479,-116.3653,45.6513,52.427,6.7744,6.7791,6.749,6.5421,-0.3464,-0.1506,-81.4815,-73.694,6.9447
03/29/2018,6.7804,6.9036,6.771,6.8751,15865659,25.3843,14.3488,24.6546,26.0937,14.768,29.565,68.5667,11.341,51.9159,1.1358,1.3523,1.1358,1.3523,88.6454,41.832,34.296,37.6986,61.9802,36.0293,95.0324,60.7701,59.3985,6.7967,6.7847,6.7703,6.5516,0.4485,-0.0009,-41.9666,-17.5621,6.9271
04/02/2018,6.8183,6.8846,6.7236,6.7426,11970258,24.9045,15.5514,22.6899,23.2856,18.0362,22.9798,38.8091,20.7618,24.8944,1.008,1.2834,1.008,1.2834,35.8566,51.7018,40.8254,36.8646,1.1542,-41.7253,-4.1588,47.3345,52.1945,6.7778,6.7828,6.7812,6.5587,-0.0313,-0.0085,-76.5258,-64.1434,6.9107
04/03/2018,6.7994,6.8467,6.7331,6.8089,19983208,24.459,14.6635,21.3945,21.039,15.0747,19.2067,23.9303,11.9699,14.3525,0.9746,1.2217,0.9746,1.2217,62.2709,62.2576,51.9305,42.3506,0.96,-21.8427,21.7266,53.3548,55.1271,6.7798,6.7847,6.7961,6.5653,0.0967,0.0178,-59.2332,-37.7291,6.9036
04/04/2018,6.7142,6.8562,6.6857,6.8373,17049351,23.4823,15.7734,19.587,18.9,18.0717,14.6835,38.6887,20.8302,6.3195,0.9706,1.1714,0.9706,1.1714,73.5857,57.2377,57.0657,49.9405,-11.354,-17.9392,19.9756,55.8755,56.3621,6.7879,6.7966,6.803,6.5737,0.2476,0.0753,-38.0825,-26.4143,6.8885
04/05/2018,6.932,6.9604,6.771,6.7852,21019040,23.4412,14.3255,22.8391,20.8751,13.6184,24.6224,47.5463,9.2848,33.31,0.895,1.1162,0.895,1.1162,36.2213,57.3593,58.9516,55.9826,37.1715,92.0684,93.5152,50.0829,53.4557,6.7832,6.7876,6.8072,6.5826,-0.0132,0.0531,-56.9201,-56.9201,6.6526
04/06/2018,6.5863,6.6195,6.392,6.4915,45951245,23.1802,28.2991,18.9501,26.8393,45.903,15.0184,61.1756,70.0041,10.0899,0.4791,0.9887,0.4791,0.9887,17.5053,42.4374,52.3448,56.1207,-334.0483,-341.7956,-198.8327,29.7792,40.711,6.752,6.7573,6.7961,6.5829,-1.3711,-0.3029,-82.4947,-82.4947,6.9604
04/09/2018,6.4679,6.5058,6.3969,6.4301,34897811,22.9378,26.9313,18.0342,31.6106,40.4419,13.2317,67.9903,50.5033,7.2792,0.0731,0.8056,0.0731,0.8056,6.703,20.1432,39.98,50.4254,-284.506,-254.0878,-130.3058,27.0997,38.6371,6.7101,6.7222,6.7791,6.5827,-1.6475,-0.6391,-93.297,-93.297,6.9604
04/10/2018,6.4395,6.591,6.4111,6.5721,33700428,22.0022,24.7989,20.3561,30.0583,32.466,19.9623,34.1749,26.2987,26.4884,-0.0777,0.629,-0.0777,0.629,31.6854,18.6312,27.0706,39.7985,-172.9793,-138.4052,-62.6708,41.341,45.546,6.6668,6.6976,6.762,6.5841,-0.567,-0.621,-68.3146,-68.3146,6.949
04/11/2018,6.5768,6.6952,6.5673,6.6241,23282753,20.5013,23.3815,23.8492,24.5788,27.6244,29.1349,42.8057,15.6403,48.7715,-0.133,0.4766,-0.133,0.4766,40.8339,26.4075,21.7273,29.5926,-84.7229,-58.735,-8.5358,45.8596,47.8611,6.6499,6.689,6.7481,6.5877,0.1735,-0.4224,-59.1661,-59.1661,6.9379
04/12/2018,6.6005,6.6289,6.4016,6.4016,30109071,20.0082,28.2642,21.4976,25.2594,38.8908,21.8848,42.6162,49.4374,19.9841,-0.442,0.2929,-0.442,0.2929,3.1662,25.2285,23.4224,24.0734,-155.1524,-120.4661,-63.1679,33.1226,40.0208,6.5917,6.6568,6.718,6.5866,-0.7022,-0.4924,-98.311,-98.311,6.927
04/13/2018,6.4537,6.4679,6.34,6.3969,17363102,19.8878,29.3861,20.2854,27.5584,40.2719,18.6249,51.6026,48.9286,12.0078,-0.6863,0.097,-0.6863,0.097,16.0191,20.0064,23.8808,23.0102,-162.2368,-127.8381,-88.8453,32.8974,39.8722,6.5288,6.609,6.6969,6.5848,-0.8079,-0.5713,-90.8285,-90.8285,6.9163
04/16/2018,6.4206,6.4395,6.288,6.3069,25089020,20.0521,29.7174,18.9243,30.8382,39.197,15.2594,62.9438,41.8304,6.1719,-0.9807,-0.1185,-0.9807,-0.1185,4.6415,7.9423,17.7257,21.6763,-155.4602,-126.5638,-129.8699,28.5599,37.0366,6.4605,6.5655,6.6741,6.5793,-0.9822,-0.674,-97.1892,-95.3585,6.8932
04/17/2018,6.3543,6.4301,6.288,6.3922,31217876,20.2048,27.8311,17.7231,33.462,32.3445,12.5917,68.6143,21.8811,3.2285,-1.098,-0.3144,-1.098,-0.3144,25.5894,15.4167,14.4551,18.6872,-121.6715,-98.8686,-76.1532,37.65,41.2977,6.4463,6.5238,6.6543,6.5791,-0.3502,-0.593,-84.5033,-74.4106,6.8569
04/18/2018,6.4252,6.5626,6.4252,6.5105,30122475,19.2752,25.7226,22.2714,26.9606,25.6286,26.1227,65.1211,10.2068,42.9925,-1.0334,-0.4582,-1.0334,-0.4582,65.2684,31.8331,18.3973,16.8594,-60.4041,-40.3074,30.1948,48.2948,46.6865,6.4578,6.4911,6.6438,6.5845,0.4985,-0.3202,-66.9096,-45.3585,6.8228
04/19/2018,6.4395,6.5248,6.4111,6.52,25408128,18.504,25.0348,21.1216,22.182,23.676,22.2665,51.871,11.1194,25.1124,-0.9594,-0.5584,-0.9594,-0.5584,84.4865,58.4481,35.2326,22.695,-59.4682,-40.7191,24.4882,49.1088,47.1064,6.4503,6.4646,6.6261,6.5887,0.6197,-0.0852,-65.4967,-43.0255,6.7907
04/20/2018,6.449,6.4774,6.4016,6.4443,19550454,17.853,24.1038,19.9656,18.9887,21.1531,18.6776,34.0909,9.6825,13.4567,-0.9832,-0.6434,-0.9832,-0.6434,56.9192,68.8914,53.0575,35.5625,-69.8797,-53.6988,12.7587,42.839,44.1241,6.4246,6.4599,6.6086,6.5934,0.0915,-0.041,-76.7549,-54.1508,6.7605
04/23/2018,6.4111,6.4301,6.3354,6.3969,11297734,17.6988,25.9903,18.9389,20.5692,27.3498,15.7576,49.1131,33.2208,7.259,-1.049,-0.7245,-1.049,-0.7245,39.6577,60.3545,62.5646,50.2849,-83.5073,-75.1556,-42.6023,39.1844,42.3175,6.424,6.4565,6.5894,6.599,-0.3126,-0.1089,-83.8043,-60.3423,6.7322
04/24/2018,6.3732,6.4395,6.3069,6.3447,15866972,17.7439,25.7062,17.7425,23.3845,26.2241,12.7287,63.3174,27.0209,3.4215,-1.1534,-0.8103,-1.1534,-0.8103,14.7829,37.1199,55.4552,57.0258,-86.2147,-86.778,-61.8583,35.3138,40.3577,6.4165,6.4338,6.5657,6.602,-0.5613,-0.222,-91.5675,-79.3518,6.7055
04/25/2018,6.2596,6.2785,6.1934,6.2501,18692372,18.4751,29.2582,16.4644,30.1531,36.7225,9.99,78.8297,53.2639,1.5507,-1.3397,-0.9162,-1.3397,-0.9162,17.1092,23.85,40.4414,52.8204,-127.101,-156.2064,-159.125,29.2127,37.0125,6.4084,6.3964,6.5427,6.6007,-0.8932,-0.3898,-88.7007,-84.6425,6.6805
04/26/2018,6.2501,6.3448,6.2501,6.3069,13774840,18.5215,27.9034,18.9439,29.2327,31.4313,18.6381,41.261,31.6206,29.3687,-1.4015,-1.0132,-1.4015,-1.0132,39.9648,23.9523,28.3074,41.4014,-95.9386,-108.7727,-78.4664,36.8547,40.2167,6.3962,6.3869,6.5219,6.6005,-0.4583,-0.4069,-77.3814,-69.2579,6.6415
04/27/2018,6.3827,6.3922,6.3069,6.3448,14425539,18.1342,26.7039,20.5183,24.6651,27.044,23.793,39.5281,18.2566,40.4417,-1.3873,-1.0881,-1.3873,-1.0881,61.5197,39.5312,29.1112,32.62,-72.8708,-59.6119,-20.4284,41.7501,42.325,6.3725,6.3817,6.4954,6.5973,-0.0022,-0.3057,-69.8286,-54.315,6.6057
04/30/2018,6.3164,6.3638,6.2596,6.2691,12399262,18.0945,27.7042,19.4201,24.0043,30.2679,19.6128,31.4561,32.0424,19.8969,-1.4552,-1.1615,-1.4552,-1.1615,30.7599,44.0814,35.855,31.0912,-92.2798,-89.7515,-54.663,35.3618,39.3407,6.3367,6.3779,6.4717,6.5924,-0.237,-0.2885,-84.9143,-73.3451,6.5727
05/01/2018,6.2501,6.3354,6.1562,6.2265,8286844,18.695,30.4096,17.6686,28.2579,37.7886,14.236,52.7032,48.3614,7.2423,-1.5458,-1.2384,-1.5458,-1.2384,29.7881,40.6892,41.434,35.4667,-117.2071,-123.4991,-100.7314,32.1337,37.7286,6.3056,6.3614,6.4426,6.5864,-0.454,-0.3299,-85.128,-75.1853,6.5423
05/02/2018,6.1744,6.1838,5.9755,6.0039,28830170,20.141,35.3892,15.5527,36.0293,48.8814,9.619,72.4128,63.4969,2.6036,-1.8807,-1.3668,-1.8807,-1.3668,6.8155,22.4545,35.7417,37.6769,-204.7893,-236.4251,-190.593,20.6447,30.6586,6.2494,6.3107,6.4009,6.5759,-1.4269,-0.6042,-95.1627,-93.8793,6.5037
05/03/2018,6.0323,6.0797,5.985,5.9944,16790904,21.4838,33.7472,14.8311,42.2464,42.3967,8.3429,82.2676,42.8075,1.7552,-2.1377,-1.521,-2.1377,-1.521,4.5356,13.7131,25.6189,34.2649,-209.9092,-195.9368,-128.0856,20.2836,30.3968,6.1994,6.2582,6.3614,6.567,-1.3478,-0.7901,-96.7808,-95.4644,6.4403
05/04/2018,5.9755,6.0797,5.9566,6.0039,23055452,22.8611,33.096,13.9265,47.8072,38.9696,6.8634,88.3958,33.756,0.9503,-2.3058,-1.678,-2.3058,-1.678,11.6159,7.6557,14.6077,25.3228,-177.3494,-155.5551,-85.8095,21.8777,31.031,6.1642,6.2141,6.337,6.5578,-0.8484,-0.8046,-92.1947,-89.1414,6.3846
05/07/2018,5.9897,6.0323,5.8949,5.9328,15796112,24.4169,33.9027,12.9753,53.4245,40.1469,5.5021,93.02,39.3962,0.4696,-2.5054,-1.8434,-2.5054,-1.8434,8.6039,8.2518,9.8735,16.7001,-169.8379,-144.8582,-85.521,18.6255,28.908,6.1108,6.1677,6.3121,6.5493,-0.7991,-0.8033,-94.3238,-92.3788,6.3246
